Gene	GC	Length
ENSG00000261734.RP11-669C19.1	36.95	2313
ENSG00000251662.CTC-369A16.3	38.61	4708
ENSG00000214207.KRT18P10	57.26	1286
ENSG00000221887.HMSD	41.51	32473
ENSG00000186448.ZNF197	40.20	63583
ENSG00000225883.RP11-460N11.3	39.85	3577
ENSG00000230211.RPL15P4	50.00	579
ENSG00000238919.AL353763.1	44.58	82
ENSG00000237241.RP11-563N6.4	42.21	1757
ENSG00000266409.AC092104.5	50.60	82
ENSG00000238569.snoU13	47.56	81
ENSG00000170465.KRT6C	50.87	5269
ENSG00000242952.RP11-187O7.1	51.75	886
ENSG00000252368.RNA5SP43	46.36	109
ENSG00000179041.RRS1	56.40	1703
ENSG00000203578.AC073940.1	51.96	178
ENSG00000115207.GTF3C2	46.38	31152
ENSG00000162461.SLC25A34	58.85	4991
ENSG00000239201.RPL21P106	42.68	477
ENSG00000269530.SSX10	41.10	4795
ENSG00000214960.ISPD	36.66	330130
ENSG00000233186.RP11-307I14.3	60.08	1184
ENSG00000224970.RP11-114L10.2	50.92	16610
ENSG00000237038.USP17L8	51.16	1592
ENSG00000171862.PTEN	35.77	108817
ENSG00000183678.CTAG1A	65.85	1668
ENSG00000263864.SNORD48	57.14	62
ENSG00000132475.H3F3B	47.38	9459
ENSG00000119820.YIPF4	41.05	34023
ENSG00000220903.FRG2C	44.42	2874
ENSG00000149646.CNBD2	45.84	62110
ENSG00000249000.CTD-2012I17.1	36.14	57890
ENSG00000263221.LILRP1	55.56	4299
ENSG00000249882.RP11-665I14.1	34.74	52155
ENSG00000258490.RP11-862P13.1	36.71	778
ENSG00000242716.RNA5-8S5	57.52	152
ENSG00000234452.RP11-168O10.6	38.27	12076
ENSG00000206633.SNORA80B	58.82	135
ENSG00000240545.Metazoa_SRP	55.29	292
ENSG00000261796.ISY1-RAB43	48.20	73461
ENSG00000268511.NCLP2	40.29	1461
ENSG00000107077.KDM4C	40.37	454785
ENSG00000241946.RP11-496B10.1	54.66	160
ENSG00000263431.RP11-534L20.5	48.92	508
ENSG00000235905.TRIM15	47.10	9490
ENSG00000221726.AL031653.1	53.26	91
ENSG00000257568.RP11-863H1.1	35.76	2583
ENSG00000137806.NDUFAF1	46.09	15166
ENSG00000236751.RP1-30G7.2	42.80	1721
ENSG00000257281.RP11-1K3.1	49.96	1132
ENSG00000250908.RP11-703C10.1	37.97	1163
ENSG00000199705.Y_RNA	41.18	101
ENSG00000235943.TMEM212-IT1	32.92	804
ENSG00000258500.CTD-2062F14.2	43.03	322
ENSG00000211923.IGHD3-10	35.48	30
ENSG00000215712.TMEM242	43.31	31971
ENSG00000180347.CCDC129	38.14	144630
ENSG00000268163.AC004076.9	42.30	39566
ENSG00000222492.AC092069.1	60.22	92
ENSG00000257481.CR753892.1	48.14	7735
ENSG00000166482.MFAP4	57.09	3798
ENSG00000266173.STRADA	45.61	39138
ENSG00000222706.7SK	53.72	241
ENSG00000227008.RP3-417G15.1	42.31	415
ENSG00000200754.Y_RNA	37.96	107
ENSG00000162699.DNAJA1P5	38.92	942
ENSG00000136240.KDELR2	46.80	38289
ENSG00000087152.ATXN7L3	59.15	8308
ENSG00000201285.5S_rRNA	49.14	115
ENSG00000134852.CLOCK	37.44	119235
ENSG00000225612.AC099552.2	54.91	753
ENSG00000207248.U6	43.93	106
ENSG00000269327.ZNF449	37.90	18356
ENSG00000257806.AC225613.6	34.99	2520
ENSG00000255145.RP11-60I3.5	40.15	20275
ENSG00000243382.ATP5A1P10	45.90	1278
ENSG00000259365.RP11-424I19.1	48.41	943
ENSG00000262608.U6	40.19	106
ENSG00000265003.MIR4780	65.43	80
ENSG00000253334.RP13-923O23.6	34.88	23891
ENSG00000185515.BRCC3	37.76	51654
ENSG00000200070.U4	39.72	140
ENSG00000230668.XXyac-YR29IB3.1	40.06	6599
ENSG00000252027.U6atac	39.56	90
ENSG00000215930.MIR942	44.19	85
ENSG00000200448.Y_RNA	43.00	99
ENSG00000205057.CLLU1OS	38.76	8054
ENSG00000211875.TRAJ14	36.54	51
ENSG00000257564.RP11-123M21.2	42.28	588
ENSG00000249881.CTB-57H20.1	39.39	223144
ENSG00000264113.Metazoa_SRP	54.04	321
ENSG00000268141.AL606500.1	42.74	123
ENSG00000257164.RP11-25I15.2	40.84	40118
ENSG00000259716.RP5-977B1.11	49.82	55402
ENSG00000239718.HLTF-AS1	43.88	16491
ENSG00000248118.RP11-121L11.1	42.15	118942
ENSG00000239195.SNORD5	35.62	72
ENSG00000235920.AC073109.2	46.11	977
ENSG00000241053.HCG17	41.43	92065
ENSG00000268566.RP11-687D19.1	36.84	32789
ENSG00000264197.AP001781.1	55.71	69
ENSG00000233594.BTF3P5	44.75	466
ENSG00000231077.RP11-146I2.2	44.15	30504
ENSG00000256912.RP11-75L1.6	43.93	675
ENSG00000263521.HIST2H2AC	60.87	436
ENSG00000178031.ADAMTSL1	39.36	437056
ENSG00000233083.FTH1P6	55.06	335
ENSG00000237206.IMPDH1P4	57.82	1533
ENSG00000169347.GP2	45.17	18236
ENSG00000205795.CYS1	53.23	24164
ENSG00000263399.MIR3170	49.35	76
ENSG00000256498.AL928654.1	63.53	498
ENSG00000184047.DIABLO	47.06	19871
ENSG00000259322.RP11-762H8.1	41.75	2763
ENSG00000216005.MIR888	46.75	76
ENSG00000254220.IGKV2D-18	46.21	791
ENSG00000244289.RPS3AP35	39.31	780
ENSG00000214397.DKFZP779J2370	45.95	2121
ENSG00000165029.ABCA1	43.42	147235
ENSG00000179342.GS1-124K5.9	59.49	1068
ENSG00000198860.TSEN15	35.04	22535
ENSG00000207942.MIR136	43.48	91
ENSG00000256783.RP11-503G7.1	61.36	2864
ENSG00000257835.RP1-97G4.1	37.59	11044
ENSG00000260708.CTA-29F11.1	51.64	669
ENSG00000235583.AC007562.1	37.25	15485
ENSG00000134489.HRH4	42.42	19328
ENSG00000259401.RP11-566K19.8	44.31	1834
ENSG00000065809.FAM107B	43.19	256340
ENSG00000257519.RP11-116D17.2	42.52	7426
ENSG00000228871.MEP1AP1	42.98	6123
ENSG00000180011.ZADH2	46.75	14240
ENSG00000123473.STIL	40.02	64008
ENSG00000261932.BDP1	39.84	112205
ENSG00000243981.RP11-368M16.3	38.03	7172
ENSG00000224873.CDY13P	40.79	1014
ENSG00000213492.AC092661.2	38.48	1662
ENSG00000168077.SCARA3	50.30	42805
ENSG00000228083.IFNA14	44.34	777
ENSG00000268362.CTD-2017D11.1	45.45	33464
ENSG00000252860.U6	39.05	104
ENSG00000244048.RP11-184F3.1	44.10	457
ENSG00000188223.AC002398.9	52.98	8838
ENSG00000267331.AC005258.3	60.63	26667
ENSG00000237350.CDC42P6	43.23	575
ENSG00000249753.RP11-415I12.3	37.92	171930
ENSG00000163113.OTUD7B	42.22	70394
ENSG00000259519.RP11-519G16.2	50.21	29614
ENSG00000130035.GALNT8	43.79	130770
ENSG00000127870.RNF6	40.20	90538
ENSG00000230855.OR2J3	45.99	773
ENSG00000163121.NEURL3	55.63	10463
ENSG00000227108.IGHD1-14	52.94	16
ENSG00000266632.MIR4726	67.24	57
ENSG00000198738.FAM165A	43.39	861
ENSG00000257308.RP11-471N19.1	40.08	1778
ENSG00000204709.C6orf100	48.26	660
ENSG00000227533.SLC2A1-AS1	48.55	24309
ENSG00000254090.MTND2P32	36.90	1782
ENSG00000239004.RNU7-76P	38.71	61
ENSG00000176102.CSTF3	37.22	85183
ENSG00000238289.MICB	49.58	16235
ENSG00000122417.ODF2L	34.88	49517
ENSG00000267450.CTD-2231E14.6	52.83	760
ENSG00000230815.RP11-49O14.3	39.44	501
ENSG00000201228.Y_RNA	44.12	101
ENSG00000182712.CMC4	41.08	9740
ENSG00000264363.HIST2H2BB	61.68	380
ENSG00000229676.ZNF492	39.03	33346
ENSG00000237707.RP5-1018K9.1	48.34	783
ENSG00000180458.CTD-3064H18.4	42.33	3701
ENSG00000137098.SPAG8	52.15	4227
ENSG00000250645.CTD-2228K2.1	59.46	406
ENSG00000100522.GNPNAT1	37.88	16474
ENSG00000226681.AC020595.1	34.43	3595
ENSG00000237513.RP11-325F22.2	45.33	21271
ENSG00000263017.RP11-356I18.1	63.66	332
ENSG00000233792.HDHD1P2	49.46	642
ENSG00000087258.GNAO1	49.47	166054
ENSG00000248830.ZNF807	36.67	2933
ENSG00000255312.OR4C7P	42.55	918
ENSG00000170788.DYDC1	40.36	20650
ENSG00000123136.DDX39A	55.52	10561
ENSG00000124143.ARHGAP40	48.52	49101
ENSG00000212126.TAS2R50	38.50	999
ENSG00000253500.AF121898.3	35.93	213732
ENSG00000201253.RNU4-10P	39.29	139
ENSG00000197910.FAM25G	49.97	4474
ENSG00000267839.AC020956.3	41.53	2265
ENSG00000224854.C9orf53	49.34	601
ENSG00000264770.MIR3135B	63.24	67
ENSG00000200616.Y_RNA	40.91	109
ENSG00000173327.MAP3K11	57.13	17627
ENSG00000184735.DDX53	41.31	2117
ENSG00000257841.BX294158.4	53.21	108
ENSG00000267993.DNASE1L1	54.47	10874
ENSG00000205682.RP11-798L4.1	44.36	7975
ENSG00000231297.RP11-459F1.2	39.82	13608
ENSG00000229124.RP11-124N14.4	40.36	12659
ENSG00000238392.AC093668.2	36.47	84
ENSG00000186318.BACE1	49.67	30573
ENSG00000150347.ARID5B	40.32	195644
ENSG00000253520.RP11-798K23.5	42.07	289
ENSG00000184986.TMEM121	71.42	3599
ENSG00000265178.MIR4728	67.16	66
ENSG00000263682.RP11-93H10.1	40.03	2562
ENSG00000235292.RP4-796I8.1	42.54	401
ENSG00000135100.HNF1A	52.17	25950
ENSG00000211638.IGLV8-61	54.00	512
ENSG00000110328.GALNTL4	46.35	351129
ENSG00000228330.RP11-730A19.5	46.15	792
ENSG00000211695.TRGV9	48.35	1844
ENSG00000205508.AC004878.5	49.00	8069
ENSG00000250820.RP11-91H12.2	43.62	51599
ENSG00000266930.CTD-2085J24.4	51.50	2496
ENSG00000028137.TNFRSF1B	55.39	42225
ENSG00000240890.RP11-65E22.2	38.78	2552
ENSG00000252855.AC134878.1	49.40	82
ENSG00000228751.AC004022.8	44.28	1065
ENSG00000182732.RGS6	41.86	631498
ENSG00000267316.RP11-879F14.3	41.73	8114
ENSG00000248242.RP11-556I14.2	36.33	312919
ENSG00000251868.RNU7-71P	43.33	59
ENSG00000257351.AL773544.1	51.76	169
ENSG00000231457.RBM22P11	48.22	870
ENSG00000224017.AC005022.1	39.67	31903
ENSG00000117983.MUC5B	65.56	39110
ENSG00000153956.CACNA2D1	34.98	497354
ENSG00000262633.GOSR2	45.86	124021
ENSG00000147804.SLC39A4	61.99	7153
ENSG00000207194.U6	37.96	107
ENSG00000099998.GGT5	52.07	25488
ENSG00000227646.STEAP2-AS1	37.16	329282
ENSG00000252956.RNA5SP40	53.64	109
ENSG00000200257.U6	41.35	103
ENSG00000216032.AL445258.1	45.07	70
ENSG00000266727.AC004824.1	60.94	63
ENSG00000177932.ZNF354C	42.43	23122
ENSG00000237312.RP11-475C16.2	38.06	4387
ENSG00000261797.RP11-744I24.3	43.21	485
ENSG00000134184.GSTM1	46.35	20871
ENSG00000259284.RP11-162I7.1	36.10	1539
ENSG00000260064.RP11-18F14.4	41.38	828
ENSG00000264175.MIR3189	60.27	72
ENSG00000249564.RP11-390C19.1	41.35	132
ENSG00000117472.TSPAN1	50.69	10885
ENSG00000259886.U82695.10	48.22	2724
ENSG00000269228.CTD-3214H19.12	47.76	759
ENSG00000266852.MIR4482-1	39.80	97
ENSG00000252333.U6	44.93	68
ENSG00000233431.RP11-63N8.3	58.59	4715
ENSG00000227404.KRT8P20	58.41	1408
ENSG00000238798.snoU13	45.19	103
ENSG00000228891.DDX39BP1	49.59	366
ENSG00000172497.ACOT12	40.74	64174
ENSG00000265261.RP11-162A12.3	46.73	3789
ENSG00000230317.RP11-104D21.3	41.12	75542
ENSG00000232339.NOTCH4	51.76	29248
ENSG00000261665.RP11-1006B19.1	50.96	415
ENSG00000172728.FUT10	43.12	102598
ENSG00000158458.NRG2	46.42	196520
ENSG00000267231.AC005786.5	55.93	471
ENSG00000185825.BCAP31	54.35	24205
ENSG00000234135.RPL23AP83	48.41	472
ENSG00000261183.RP11-532F12.5	47.75	8579
ENSG00000268384.TMEM187	52.77	10868
ENSG00000198492.YTHDF2	43.57	33154
ENSG00000127081.ZNF484	39.48	32430
ENSG00000169045.HNRNPH1	45.97	20606
ENSG00000201315.7SK	49.09	329
ENSG00000212533.SNORA75	40.67	149
ENSG00000269088.RP11-234P3.2	57.12	512
ENSG00000259849.VENTXP1	39.51	2715
ENSG00000240568.RP11-1008M1.1	39.34	182
ENSG00000206467.OR2H2	53.25	1062
ENSG00000253684.RP11-10D7.2	43.73	358
ENSG00000253107.CTD-2544L4.1	39.24	1110
ENSG00000252767.U6	41.75	102
ENSG00000258273.RP11-370I10.4	78.23	146
ENSG00000166250.CLMP	45.13	122954
ENSG00000207169.RNU6-24	42.99	106
ENSG00000222649.Y_RNA	40.00	94
ENSG00000256849.RP11-405A12.1	40.85	1497
ENSG00000224044.UBDP1	41.03	5210
ENSG00000221389.AC010754.1	31.52	91
ENSG00000238104.PPP1R10	46.33	18212
ENSG00000102030.NAA10	58.17	5981
ENSG00000229103.WASF5P	49.42	1454
ENSG00000216624.GAPDHP72	52.57	1009
ENSG00000233985.RP11-297H3.3	39.17	66884
ENSG00000231733.XXbac-BPG27H4.8	48.35	8634
ENSG00000147869.CER1	40.15	2993
ENSG00000266196.RP11-675P14.1	39.53	1011
ENSG00000268414.RPS9	50.16	6785
ENSG00000089154.GCN1L1	49.67	67506
ENSG00000260356.RP11-436A20.4	35.16	2311
ENSG00000121848.RNF115	41.94	79625
ENSG00000104626.ERI1	41.64	114599
ENSG00000198844.ARHGEF15	55.27	12270
ENSG00000225059.XXbac-BPG248L24.11	54.32	369
ENSG00000229209.AC073987.1	38.37	66501
ENSG00000146677.AC004453.8	51.30	498
ENSG00000266572.AC016831.5	31.53	351
ENSG00000160223.ICOSLG	57.74	17975
ENSG00000242153.OFD1P6Y	38.87	65164
ENSG00000226155.AC124944.3	48.81	1937
ENSG00000217334.RP11-33E24.3	39.31	640
ENSG00000264879.Metazoa_SRP	54.86	256
ENSG00000268176.ZCCHC18	52.61	3711
ENSG00000201482.SNORD115-17	41.46	81
ENSG00000138190.EXOC6	37.43	228315
ENSG00000268479.CTD-2587H19.2	59.63	482
ENSG00000110696.C11orf58	38.22	143970
ENSG00000220793.RPL21P119	41.99	542
ENSG00000202159.U6	38.32	106
ENSG00000103671.TRIP4	42.11	67555
ENSG00000207563.MIR23B	50.52	96
ENSG00000267949.LA16c-4G1.5	60.90	577
ENSG00000225818.AC118653.2	38.43	941
ENSG00000170855.TRIAP1	44.54	2451
ENSG00000172901.AQPEP	38.02	96529
ENSG00000269358.AC138393.1	39.05	611
ENSG00000225542.ZNF385D-AS1	38.00	37143
ENSG00000228669.LINC00448	33.20	60074
ENSG00000266508.MIR3201	38.46	51
ENSG00000242510.RP11-223D18.1	46.19	380
ENSG00000200021.RNA5SP448	54.05	110
ENSG00000184507.C15orf55	48.85	14422
ENSG00000259209.RP5-991G20.2	40.46	2651
ENSG00000230165.CTB-1144G6.5	47.58	640
ENSG00000251123.RP11-580J4.1	57.88	621
ENSG00000200059.Y_RNA	46.00	99
ENSG00000229913.RP11-378I13.1	46.33	3241
ENSG00000205274.TRBV20OR9-2	55.70	744
ENSG00000198673.FAM19A2	36.80	570891
ENSG00000267180.AC007136.1	52.76	198
ENSG00000113231.PDE8B	41.52	219358
ENSG00000235253.AC010240.2	47.05	2118
ENSG00000049167.ERCC8	37.16	71242
ENSG00000263087.AC215219.2	31.88	137
ENSG00000224292.AF196972.9	44.99	2315
ENSG00000239699.RP11-450I19.2	45.48	973
ENSG00000230601.RP11-402G3.3	44.77	5313
ENSG00000262612.TAS2R43	39.05	1026
ENSG00000175984.DENND2C	39.41	87574
ENSG00000161281.COX7A1	63.14	1947
ENSG00000072134.EPN2	48.72	121100
ENSG00000175772.AC112229.7	47.17	9304
ENSG00000224614.AC124944.2	67.54	3181
ENSG00000211803.TRAV23DV6	43.24	554
ENSG00000254565.MTND2P26	34.89	1028
ENSG00000165704.HPRT1	40.13	60360
ENSG00000239545.Metazoa_SRP	52.61	286
ENSG00000228883.LY6G5C	52.94	7356
ENSG00000225291.OR14J1	44.58	1116
ENSG00000172936.MYD88	54.39	4544
ENSG00000222998.7SK	52.25	332
ENSG00000231196.RP11-495P10.8	41.98	4971
ENSG00000162975.KCNF1	67.05	2287
ENSG00000251213.RP11-248N22.2	35.61	4472
ENSG00000222583.7SK	45.40	314
ENSG00000231697.RP11-29B11.4	47.02	871
ENSG00000237152.DLEU7-AS1	40.10	41153
ENSG00000259227.RP11-64K10.1	61.07	392
ENSG00000254880.RP11-687M24.5	47.16	6148
ENSG00000227608.DCUN1D2-AS1	47.28	5726
ENSG00000263232.ATP5A1P3	45.92	1506
ENSG00000256316.HIST1H3F	59.66	465
ENSG00000264425.MIR4653	44.58	82
ENSG00000223290.RNA5SP107	42.62	121
ENSG00000234840.RP11-399D6.2	35.45	178013
ENSG00000261389.RP11-357N13.7	39.33	14891
ENSG00000232926.AC000078.5	57.62	681
ENSG00000250950.RP11-33B1.3	44.72	927
ENSG00000159210.SNF8	47.13	15801
ENSG00000131507.NDFIP1	39.29	45938
ENSG00000267764.RP11-484L8.1	51.09	8719
ENSG00000252398.Y_RNA	40.19	106
ENSG00000256812.CAPNS2	45.67	1015
ENSG00000072609.CHFR	49.64	68835
ENSG00000234488.AC096664.1	47.54	405
ENSG00000174885.NLRP6	63.52	6994
ENSG00000229567.RP4-717I23.2	35.50	168
ENSG00000259913.TRBV7-4	51.73	461
ENSG00000260469.RP11-8P11.3	49.37	1423
ENSG00000260452.RP11-159J3.4	33.68	474
ENSG00000267204.AC011518.1	47.61	3828
ENSG00000264533.RP11-343H5.4	54.27	432
ENSG00000269298.CTD-3093M3.1	36.90	663
ENSG00000167103.PIP5KL1	57.03	9918
ENSG00000239520.RPL17P42	40.54	554
ENSG00000223341.RN7SKP3	53.63	357
ENSG00000224122.POU6F2-AS1	37.28	1748
ENSG00000138395.CDK15	40.84	105089
ENSG00000250961.CTD-2023N9.1	40.67	138364
ENSG00000266611.MIR4703	30.38	78
ENSG00000258945.RP11-497E19.2	45.05	787
ENSG00000201910.U1	46.06	164
ENSG00000177673.C2orf57	60.35	1419
ENSG00000231435.AC011747.3	49.25	31909
ENSG00000131050.BPIFA2	47.21	19644
ENSG00000268013.TKTL1	48.34	34679
ENSG00000123496.IL13RA2	35.57	16002
ENSG00000235931.C10orf40	36.65	5483
ENSG00000235907.RP4-580O19.2	39.40	735
ENSG00000125449.ARMC7	51.99	20313
ENSG00000056661.PCGF2	57.06	15920
ENSG00000261241.RP11-883G14.1	45.90	16842
ENSG00000267054.CTD-2540B15.10	43.62	595
ENSG00000254677.RP11-699F16.3	40.47	1227
ENSG00000226181.RP1-92C8.3	41.78	2395
ENSG00000227804.PPP1R10	46.34	18212
ENSG00000177752.YIPF7	36.70	56487
ENSG00000090861.AARS	49.47	37153
ENSG00000266471.MIR4458	45.33	74
ENSG00000240173.Metazoa_SRP	51.25	280
ENSG00000249932.RP11-395P13.2	31.62	581
ENSG00000206286.VPS52	45.59	21792
ENSG00000226500.RP11-196G18.1	47.80	409
ENSG00000179240.RP11-111M22.2	43.61	33306
ENSG00000263276.RP11-96D1.10	41.07	3021
ENSG00000133250.ZNF414	65.37	3586
ENSG00000164692.COL1A2	37.57	36671
ENSG00000221255.U6atac	43.51	130
ENSG00000222219.AC091736.1	32.69	103
ENSG00000255505.RP11-485O14.1	46.41	361
ENSG00000226379.HCG4	55.63	2034
ENSG00000250913.USP17L23	54.99	550
ENSG00000136250.AOAH	41.57	211698
ENSG00000226603.LY6G6D	52.04	11012
ENSG00000254658.OR8J2	44.97	964
ENSG00000265688.MAFG-AS1	65.54	2924
ENSG00000179456.ZNF238	40.26	6193
ENSG00000266200.PNLIPRP2	44.16	24297
ENSG00000173480.ZNF417	45.26	16314
ENSG00000196267.ZNF836	43.18	17779
ENSG00000264428.AL691523.1	57.14	69
ENSG00000224997.AL049840.1	60.34	1542
ENSG00000229250.USP9YP31	32.87	8642
ENSG00000262854.AC011515.2	56.21	1360
ENSG00000250469.XXyac-YR14BB7.1	45.99	162265
ENSG00000214607.ADAM24P	43.12	2100
ENSG00000164128.NPY1R	39.52	20871
ENSG00000221038.U6atac	46.46	126
ENSG00000244050.RP11-266K4.1	38.46	19312
ENSG00000258951.CTD-2540L5.3	56.19	1218
ENSG00000168310.IRF2	45.42	86867
ENSG00000148655.C10orf11	41.12	1128714
ENSG00000250393.RP11-480G3.1	50.17	288
ENSG00000267410.CTD-2518G19.3	43.80	2088
ENSG00000253439.CDC42P5	46.72	868
ENSG00000134013.LOXL2	48.42	128139
ENSG00000102978.POLR2C	48.07	9623
ENSG00000157514.TSC22D3	48.75	64121
ENSG00000157557.ETS2	46.04	19648
ENSG00000131738.KRT33B	46.12	6306
ENSG00000219757.RP11-793L10.1	38.50	425
ENSG00000227645.RPL7P54	38.87	673
ENSG00000214942.AC113167.1	38.09	4244
ENSG00000215912.TTC34	59.03	150871
ENSG00000217792.KIR3DL2	48.76	8676
ENSG00000231388.RP11-702C7.2	47.08	8667
ENSG00000157500.APPL1	37.54	51215
ENSG00000268848.RP13-565O16.2	38.75	14424
ENSG00000261702.RP11-282M16.1	43.40	234
ENSG00000188177.ZC3H6	36.91	64469
ENSG00000179979.CRIPAK	47.51	4440
ENSG00000208002.MIR643	38.14	96
ENSG00000255339.NDUFB8	46.46	24253
ENSG00000141028.CDRT15P1	56.30	1189
ENSG00000230853.AC004159.1	49.19	615
ENSG00000268984.NOL5BP	46.77	371
ENSG00000234093.RP11-269F19.4	46.41	389
ENSG00000174718.KIAA1551	41.62	33735
ENSG00000268023.CBX1P1	45.67	426
ENSG00000189167.ZAR1L	42.79	11644
ENSG00000226007.RP11-211N8.2	48.60	2719
ENSG00000263947.Metazoa_SRP	53.73	267
ENSG00000237473.RP11-324C10.1	37.13	183228
ENSG00000260751.CTD-2196E14.6	45.70	918
ENSG00000164211.STARD4	36.15	16557
ENSG00000260974.RP11-586K12.8	46.53	3794
ENSG00000207698.MIR32	38.57	69
ENSG00000268818.AL049747.1	51.33	8141
ENSG00000262832.NCR1	49.15	10000
ENSG00000207428.U6	39.25	106
ENSG00000240631.RP11-124N23.1	41.93	352
ENSG00000260009.RP11-65J21.1	53.05	7157
ENSG00000259695.RP11-14C10.2	41.42	663
ENSG00000156194.PPEF2	43.44	42704
ENSG00000229243.AC098973.1	39.67	3248
ENSG00000103187.COTL1	50.24	52483
ENSG00000236308.RP11-316M21.7	39.75	711
ENSG00000152268.SPON1	42.00	305732
ENSG00000200849.Y_RNA	40.20	101
ENSG00000257629.RP11-13A1.2	41.78	765
ENSG00000261196.RP11-346M5.5	55.37	120
ENSG00000261057.RP11-29B2.4	48.42	441
ENSG00000259939.RP11-77H9.5	46.91	1035
ENSG00000206237.HLA-DQB1	47.03	7611
ENSG00000227766.HCG4P5	65.06	992
ENSG00000243048.FTH1P18	61.80	554
ENSG00000077232.DNAJC10	36.08	63335
ENSG00000111181.SLC6A12	52.80	24493
ENSG00000231944.PHKA1-AS1	37.69	23390
ENSG00000269268.RP3-526F5.2	36.98	70396
ENSG00000215024.CTD-2173J9.3	67.73	1759
ENSG00000260088.RP11-92G12.3	40.65	24743
ENSG00000174697.LEP	49.04	16344
ENSG00000224702.RP11-38C18.2	45.41	2463
ENSG00000105852.PON3	39.31	36424
ENSG00000197696.NMB	56.33	3434
ENSG00000140955.ADAD2	58.60	6030
ENSG00000259264.RP11-60L3.1	53.34	18850
ENSG00000230478.RP1-52D1.1	50.93	107
ENSG00000236175.SSU72P6	49.18	487
ENSG00000234558.API5P1	41.19	1509
ENSG00000213579.RP4-595K12.1	53.61	456
ENSG00000234981.RP11-534L20.4	52.02	791
ENSG00000226272.ARHGAP26-AS1	45.80	9318
ENSG00000226534.KB-1183D5.16	63.28	1881
ENSG00000224711.RP5-988G17.1	38.94	20165
ENSG00000230237.AC010975.2	38.69	1829
ENSG00000206991.U6	37.38	106
ENSG00000240529.RP11-247I13.7	43.40	2930
ENSG00000252437.RNA5SP459	53.00	99
ENSG00000131018.SYNE1	38.41	516117
ENSG00000232569.GABBR1	44.88	77570
ENSG00000212734.C17orf100	51.35	1820
ENSG00000106013.ANKRD7	36.95	28058
ENSG00000231612.RP11-522M21.3	40.77	2746
ENSG00000149489.ROM1	63.40	3398
ENSG00000230675.HLA-DQB2	47.38	7456
ENSG00000197992.CLEC9A	36.91	35289
ENSG00000254053.IGHVIII-5-2	48.28	260
ENSG00000235699.CXorf51B	49.36	625
ENSG00000240021.TEX35	48.38	35522
ENSG00000262234.PPIP5K2	33.96	83087
ENSG00000268747.CTD-3030D20.1	40.32	309
ENSG00000259162.RP11-203M5.6	50.93	3286
ENSG00000163440.PDCL2	39.00	35687
ENSG00000237260.AC073069.2	45.35	440
ENSG00000201709.U6	37.38	106
ENSG00000222942.7SK	44.59	304
ENSG00000189233.NUGGC	45.07	61907
ENSG00000109670.FBXW7	35.23	213762
ENSG00000230882.AC005077.14	68.33	3494
ENSG00000229359.PIN1P1	60.94	995
ENSG00000255638.CT476828.3	73.63	1622
ENSG00000203623.C6orf47	56.97	2474
ENSG00000181781.ODF3L2	58.59	11623
ENSG00000263128.U6	40.00	64
ENSG00000233982.RPL7AP7	49.81	796
ENSG00000137343.ATAT1	48.87	19981
ENSG00000259944.CDRT7	44.15	982
ENSG00000196376.SLC35F1	38.46	410150
ENSG00000214046.SMIM7	47.85	29691
ENSG00000109205.ODAM	32.95	8080
ENSG00000242683.CTB-46B19.1	51.67	839
ENSG00000182704.TSKU	55.35	15903
ENSG00000233480.AP000946.2	35.19	6476
ENSG00000260195.EPHB6	52.52	16120
ENSG00000221485.AC145212.2	44.58	82
ENSG00000241926.RP5-1154E9.7	44.30	744
ENSG00000091039.OSBPL8	36.48	208012
ENSG00000183921.SDR42E2	49.34	14647
ENSG00000212093.AP000807.1	30.95	83
ENSG00000213977.TAX1BP3	57.29	5780
ENSG00000111262.KCNA1	42.72	21456
ENSG00000200537.RNY4P6	39.58	95
ENSG00000124177.CHD6	41.10	216392
ENSG00000221263.MIR548P	28.57	83
ENSG00000233682.RP11-13P5.2	43.60	1444
ENSG00000204099.NEU4	65.53	8819
ENSG00000154783.FGD5	48.43	115426
ENSG00000166349.RAG1	39.11	82447
ENSG00000186223.SSU72P4	49.14	581
ENSG00000231503.RP11-118B22.3	51.45	345
ENSG00000264077.AC010196.1	54.32	80
ENSG00000183484.GPR132	55.62	16054
ENSG00000204434.POTEKP	38.06	35514
ENSG00000269422.AC092384.1	62.22	179
ENSG00000262668.AJ003147.9	47.77	36567
ENSG00000264724.AC099332.1	58.14	85
ENSG00000254001.RP11-91P17.1	41.70	5812
ENSG00000253317.RP11-142A23.1	40.31	5935
ENSG00000129657.SEC14L1	46.75	130381
ENSG00000104863.LIN7B	58.86	4136
ENSG00000206814.Y_RNA	43.24	110
ENSG00000156299.TIAM1	43.86	441556
ENSG00000171135.JAGN1	47.58	3795
ENSG00000186007.LEMD1	46.82	74576
ENSG00000226490.AC138647.1	60.32	4099
ENSG00000267127.RP11-795F19.5	45.49	60622
ENSG00000251776.7SK	47.06	288
ENSG00000255455.RP11-890B15.3	42.14	3993
ENSG00000266590.AC090692.1	56.04	90
ENSG00000258888.RP11-326A13.1	46.46	3277
ENSG00000110799.VWF	46.59	175896
ENSG00000255322.RP11-22P4.1	38.91	174934
ENSG00000252867.U6	36.45	106
ENSG00000187498.COL4A1	44.90	158178
ENSG00000122966.CIT	43.74	191500
